url,class,Armorer,Athletics,Blade,Block,Blunt,Hand to Hand,Heavy Armor,Alchemy,Alteration,Conjuration,Destruction,Illusion,Mysticism,Restoration,Acrobatics,Light Armor,Marksman,Mercantile,Security,Sneak,Speechcraft,Strength,Intelligence,Willpower,Agility,Speed,Endurance,Personality,Luck
https://www.elderstats.com/character/1872,Archer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,60,60,70,75,55,65,50
https://www.elderstats.com/character/1883,Assassin,92,98,99,92,85,93,86,87,89,91,89,95,87,91,91,99,100,85,100,99,94,87,96,84,93,88,99,98,91
https://www.elderstats.com/character/1905,Rogue,5,15,36,26,10,5,5,5,5,5,5,5,10,5,16,40,36,30,30,33,10,40,40,30,47,75,42,35,50
https://www.elderstats.com/character/1906,Battlemage,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/1915,Warrior,100,75,68,71,75,70,95,100,7,8,30,11,7,22,35,15,6,52,45,52,39,105,30,46,98,75,100,51,53
https://www.elderstats.com/character/1925,Barbarian,100,100,106,100,100,107,103,100,100,100,100,100,100,100,100,101,94,100,100,100,78,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/1946,Assassin,15,100,47,23,11,100,13,16,19,34,84,37,77,26,100,100,98,57,100,100,43,100,94,77,100,69,58,38,63
https://www.elderstats.com/character/1950,Assassin,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,70,100,100,70,50,87
https://www.elderstats.com/character/1965,Barbarian,77,61,70,58,82,33,100,22,9,16,23,16,7,53,0,2,6,18,25,19,6,100,42,53,47,58,100,61,53
https://www.elderstats.com/character/1968,Agent,0,12,48,51,48,34,0,37,89,91,0,76,100,0,43,42,0,23,0,0,32,4,6,4,5,5,4,9,9
https://www.elderstats.com/character/1972,Nightblade,47,100,78,87,48,47,63,0,100,78,100,100,60,60,100,82,100,89,100,100,100,73,100,50,100,100,67,53,100
https://www.elderstats.com/character/1973,Sorcerer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,85,75,40,50,45,78,60
https://www.elderstats.com/character/1975,Nightblade,54,74,78,29,14,28,33,19,86,32,40,31,18,38,100,89,6,26,100,50,12,93,70,58,70,100,80,48,60
https://www.elderstats.com/character/1986,Spellsword,62,54,100,100,34,33,24,0,100,100,100,100,100,100,69,63,48,61,72,72,100,100,100,100,70,70,69,52,100
https://www.elderstats.com/character/1995,Archer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,18,16,15,14,13,13
https://www.elderstats.com/character/1997,Mage,15,15,15,15,15,15,15,15,20,20,20,25,20,20,15,15,15,15,15,15,15,30,50,40,40,30,40,40,50
https://www.elderstats.com/character/2002,Knight,32,34,76,50,47,12,63,8,10,7,6,5,25,17,24,12,5,32,17,6,45,85,40,30,47,81,50,60,41
https://www.elderstats.com/character/2010,Assassin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,90,63,95,83,80,80,50
https://www.elderstats.com/character/2019,Warrior,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/2021,Knight,100,100,100,100,100,100,100,87,54,50,44,100,33,84,93,67,57,82,100,65,100,100,92,83,87,85,100,100,52
https://www.elderstats.com/character/2027,Mage,,,,,,,,,,,,,,,,,,,,,,56,100,100,78,80,78,61,53
https://www.elderstats.com/character/2028,Warrior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,75,75,80,80,80,80,65
https://www.elderstats.com/character/2030,Agent,17,19,15,15,10,11,16,23,15,5,14,39,17,16,33,26,43,43,34,47,46,40,51,43,57,57,47,64,60
https://www.elderstats.com/character/2036,Rogue,8,34,42,8,8,6,5,35,10,6,6,5,5,10,51,60,53,36,77,90,10,46,42,30,102,91,36,48,60
https://www.elderstats.com/character/2039,Thief,34,45,42,8,25,21,26,20,19,9,31,18,6,45,51,88,100,52,100,102,35,70,51,55,81,97,42,40,73
https://www.elderstats.com/character/2043,Bard,15,5,60,100,15,75,30,30,5,5,5,50,5,5,10,50,10,55,10,10,50,85,45,50,40,30,85,45,60
https://www.elderstats.com/character/2046,Battlemage,0,0,100,100,0,0,100,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,300,250,100,300,300,13
https://www.elderstats.com/character/2052,Assassin,65,34,97,40,10,8,9,75,10,38,26,8,11,7,66,95,97,20,37,80,25,95,45,58,95,95,100,25,60
https://www.elderstats.com/character/2057,Assassin,87,77,100,34,14,17,100,38,15,31,35,38,17,45,100,29,12,36,77,80,19,73,63,49,50,63,81,40,50
https://www.elderstats.com/character/2058,Thief,14,46,91,30,11,15,33,24,28,9,31,9,13,28,77,108,49,40,71,92,21,81,52,50,102,100,75,66,60
https://www.elderstats.com/character/2082,Assassin,18,100,100,16,17,100,14,60,16,13,100,17,15,14,100,100,100,60,100,100,60,100,70,80,100,100,80,30,60
https://www.elderstats.com/character/2104,Bard,20,24,56,28,10,10,18,34,5,6,22,38,6,16,19,60,10,42,20,36,40,49,45,39,43,86,46,56,50
https://www.elderstats.com/character/2304,Crusader,83,100,100,50,84,72,100,100,100,100,109,100,100,132,100,10,52,31,38,44,31,100,100,100,80,100,100,87,53
https://www.elderstats.com/character/2307,Assassin,54,56,71,37,5,16,24,100,10,5,13,13,50,36,102,91,74,20,99,100,77,93,102,47,102,196,70,58,60
https://www.elderstats.com/character/2652,Nightblade,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,54,40,45,55,73,73,50
https://www.elderstats.com/character/2689,Warrior,100,70,100,90,11,16,100,10,5,7,6,12,11,6,19,7,62,36,48,24,33,100,40,30,100,63,100,70,50
https://www.elderstats.com/character/2810,Thief,31,100,100,0,0,1,0,62,0,0,0,100,71,0,100,100,100,100,100,100,100,20,20,20,100,100,100,20,20
https://www.elderstats.com/character/2842,Witchhunter,10,42,15,20,10,36,15,20,14,80,100,20,25,10,60,30,30,20,25,40,62,200,100,25,36,50,35,100,20
https://www.elderstats.com/character/2930,Warrior,100,99,93,62,77,100,64,100,51,54,59,71,51,52,88,69,58,59,54,83,52,100,92,82,84,91,81,89,66
https://www.elderstats.com/character/2958,Witchhunter,83,84,76,30,24,40,100,100,67,90,72,87,62,40,100,100,100,94,100,82,86,62,78,72,100,100,86,100,50
https://www.elderstats.com/character/2967,Agent,12,48,48,6,6,7,3,40,41,11,13,36,8,29,100,66,51,50,97,96,32,40,45,49,100,100,36,96,87
https://www.elderstats.com/character/3033,Archer,100,91,100,67,100,82,100,39,100,100,84,100,76,80,82,100,66,44,100,100,20,100,100,100,92,79,86,75,81
https://www.elderstats.com/character/3120,Mage,19,24,23,13,16,15,17,51,31,40,27,30,32,44,21,26,12,21,18,13,25,33,58,47,30,51,36,40,34
https://www.elderstats.com/character/3222,Barbarian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,30,30,49,35,78,33,50
https://www.elderstats.com/character/3290,Scout,57,90,70,43,12,71,66,50,80,33,47,41,30,48,100,70,57,69,97,91,60,100,80,65,99,100,100,85,60
https://www.elderstats.com/character/3319,Scout,35,34,41,17,23,16,17,23,16,18,48,23,34,18,40,24,40,26,17,27,38,68,90,73,95,54,31,78,20
https://www.elderstats.com/character/3356,Spellsword,100,67,100,100,20,12,100,100,100,100,100,100,100,100,100,100,100,22,78,100,8,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/3383,Spellsword,41,0,102,55,0,41,93,41,73,14,96,49,46,35,59,41,34,27,56,0,0,94,71,84,80,100,79,82,60
https://www.elderstats.com/character/3423,Barbarian,30,44,42,32,39,31,20,14,5,5,15,5,5,7,12,31,8,16,15,14,11,57,30,30,40,45,53,35,50
https://www.elderstats.com/character/3441,Crusader,100,103,103,51,76,48,100,100,76,100,75,71,62,79,52,74,46,49,92,88,52,73,85,76,74,70,72,63,53
https://www.elderstats.com/character/3480,Knight,21,63,100,60,39,33,100,18,6,8,59,38,9,43,52,41,17,34,48,67,38,64,61,59,69,65,70,68,65
https://www.elderstats.com/character/3490,Archer,25,37,32,12,33,25,8,12,8,9,6,6,6,18,37,52,49,10,28,39,15,38,40,30,79,79,40,35,61
https://www.elderstats.com/character/3511,Warrior,43,50,57,44,40,30,60,6,5,7,20,6,6,10,33,10,5,12,18,8,7,81,30,30,40,60,79,30,50
https://www.elderstats.com/character/3524,Acrobat,5,15,32,27,5,21,8,7,5,5,5,5,5,11,45,23,30,12,37,49,42,47,40,30,72,58,35,40,60
https://www.elderstats.com/character/3535,Assassin,5,65,80,5,5,5,5,40,5,5,5,5,5,5,60,60,70,50,50,60,60,40,30,30,50,75,40,60,50
https://www.elderstats.com/character/3552,Mage,5,15,10,10,10,5,10,40,25,80,30,25,25,35,15,5,5,5,5,5,5,40,75,75,40,40,35,50,40
https://www.elderstats.com/character/3654,Assassin,100,100,100,0,0,100,0,100,0,0,0,100,0,0,100,100,100,0,0,0,0,60,100,101,101,100,100,100,101
https://www.elderstats.com/character/3655,Assassin,0,0,100,0,0,0,0,100,0,0,0,100,0,60,100,100,100,0,100,100,100,10,100,100,100,100,100,10,10
https://www.elderstats.com/character/3708,Mage,100,156,90,20,25,20,100,100,100,100,100,100,100,55,50,100,75,23,75,100,25,100,100,100,80,90,100,80,50
https://www.elderstats.com/character/3722,Battlemage,30,35,100,100,100,100,100,15,15,15,100,15,15,100,21,15,20,30,20,20,20,75,30,50,50,75,73,50,50
https://www.elderstats.com/character/3737,Battlemage,10,89,90,60,19,100,40,15,60,20,50,60,70,80,20,40,34,48,19,10,75,87,90,67,53,58,80,89,100
https://www.elderstats.com/character/3838,Assassin,100,61,57,35,25,27,25,100,49,77,47,100,42,58,54,100,98,45,58,77,18,85,100,69,81,71,79,59,51
https://www.elderstats.com/character/3876,Healer,5,21,5,6,5,5,5,58,49,16,54,42,21,41,19,5,5,28,12,14,31,30,62,61,40,52,30,53,50
https://www.elderstats.com/character/3903,Battlemage,0,0,49,0,0,0,0,40,76,0,0,0,0,0,0,0,0,0,0,0,0,63,69,67,65,64,63,64,55
https://www.elderstats.com/character/3945,Archer,32,67,90,28,37,37,43,7,7,7,15,33,7,7,51,72,53,36,95,62,17,85,43,50,90,57,43,70,60
https://www.elderstats.com/character/3957,Knight,54,0,99,78,45,45,87,0,0,0,0,65,0,0,0,0,0,0,0,0,87,55,45,45,45,45,77,58,45
https://www.elderstats.com/character/3968,Warrior,31,42,42,32,40,31,42,10,5,5,5,5,5,5,15,14,11,17,10,11,5,57,30,30,45,45,65,40,50
https://www.elderstats.com/character/4002,Rogue,100,59,100,29,36,50,100,100,50,50,100,100,50,93,53,100,30,99,57,100,34,100,100,100,100,100,100,100,100
https://www.elderstats.com/character/4031,Acrobat,25,40,20,10,15,15,0,0,0,5,5,0,0,0,45,0,50,0,30,40,30,25,40,20,45,45,20,15,25
https://www.elderstats.com/character/4053,Battlemage,2,23,23,7,21,3,11,32,35,40,32,15,40,20,24,11,5,11,13,11,17,35,55,50,30,40,30,40,50
https://www.elderstats.com/character/4112,Battlemage,19,17,38,6,33,6,24,60,36,47,42,13,42,11,16,13,13,18,12,11,8,51,64,32,45,59,42,44,50
https://www.elderstats.com/character/4117,Spellsword,23,40,32,26,8,5,44,16,38,21,61,36,21,43,27,20,5,14,17,10,13,43,55,74,39,57,51,70,50
https://www.elderstats.com/character/4258,Crusader,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,112,108,100,124,102,100,115,100
https://www.elderstats.com/character/4344,Assassin,62,56,74,22,21,15,20,45,11,19,9,13,25,35,75,100,78,33,76,100,35,91,60,53,100,10,75,53,50
https://www.elderstats.com/character/4424,Acrobat,72,72,87,79,52,48,75,82,49,61,20,48,36,49,76,36,84,57,75,98,71,109,100,60,100,79,100,105,60
https://www.elderstats.com/character/4445,Crusader,51,78,79,46,62,87,98,29,33,36,43,17,37,74,88,5,34,21,31,52,31,84,41,43,32,70,92,52,50
https://www.elderstats.com/character/4538,Thief,56,87,110,67,95,104,100,100,99,100,100,115,100,75,110,91,69,30,100,66,100,160,110,100,110,110,120,119,124
https://www.elderstats.com/character/4550,Rogue,61,75,99,70,15,20,17,100,6,7,13,100,22,37,54,90,17,41,84,48,37,119,102,70,106,157,52,74,60
https://www.elderstats.com/character/4558,Assassin,8,13,28,7,5,5,10,37,10,5,26,5,5,15,36,48,42,12,30,44,11,31,46,30,50,55,32,41,52
https://www.elderstats.com/character/4579,Thief,5,31,35,5,10,6,5,6,5,5,37,5,10,5,31,36,15,15,34,35,10,42,40,30,48,55,41,30,50
https://www.elderstats.com/character/4750,Crusader,100,103,105,100,125,125,100,100,100,100,100,100,100,100,102,100,80,88,128,77,78,112,102,110,102,100,110,98,60
https://www.elderstats.com/character/4818,Warrior,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,100,100,100,93,98,99,89,47
https://www.elderstats.com/character/4841,Mage,0,0,0,0,0,0,0,100,100,110,110,100,100,110,0,0,0,0,0,0,0,52,110,110,40,30,80,92,71
https://www.elderstats.com/character/4843,Pilgrim,39,77,76,38,31,43,58,55,52,39,12,85,28,51,67,100,13,58,100,30,75,67,52,52,52,105,68,68,56
https://www.elderstats.com/character/4854,Acrobat,14,60,52,23,15,43,51,6,24,10,19,5,5,18,128,26,12,19,72,41,26,64,54,37,73,146,55,42,63
https://www.elderstats.com/character/4915,Archer,77,83,83,31,31,21,32,56,15,7,22,8,25,29,86,105,86,43,92,42,21,92,67,38,118,112,81,51,50
https://www.elderstats.com/character/4966,Thief,16,37,44,20,5,21,5,47,5,6,10,11,10,24,72,51,43,26,100,75,52,52,29,38,97,94,46,44,66
https://www.elderstats.com/character/4982,Spellsword,100,100,29,26,100,100,50,100,53,100,34,46,100,32,100,100,100,100,100,100,100,26,55,70,35,150,30,47,50
https://www.elderstats.com/character/4983,Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,40,30,30,45,40,60,50
https://www.elderstats.com/character/5069,Mage,8,23,11,25,5,7,11,35,40,37,58,35,40,30,20,25,5,18,15,15,13,30,55,54,45,30,50,45,50
https://www.elderstats.com/character/5170,Crusader,100,65,110,58,40,100,110,15,5,7,26,6,6,52,26,7,100,15,20,16,15,100,40,79,50,50,110,50,55
https://www.elderstats.com/character/5189,Battlemage,9,29,44,12,28,5,13,36,50,41,37,15,41,28,85,38,10,5,27,14,5,62,62,70,38,53,45,48,57
https://www.elderstats.com/character/5343,Nightblade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,100,89,42,55,65,68,61
https://www.elderstats.com/character/5347,Nightblade,5,35,30,5,5,10,5,15,30,10,30,15,15,30,25,25,5,5,15,5,5,40,40,30,50,50,30,30,50
https://www.elderstats.com/character/5382,Acrobat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,55,75,75,45,50,60
https://www.elderstats.com/character/5393,Rogue,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,40,40,30,40,50,40,30,50
https://www.elderstats.com/character/5407,Agent,23,47,23,12,0,7,9,0,0,0,0,30,0,22,76,47,70,40,82,61,36,41,40,38,66,63,41,51,52
https://www.elderstats.com/character/5425,Thief,8,15,6,5,5,5,5,15,10,5,7,5,5,6,36,36,41,30,35,42,30,30,40,32,69,70,40,30,60
https://www.elderstats.com/character/5440,Battlemage,5,18,28,5,25,5,9,35,41,40,36,15,40,20,18,14,5,9,13,11,5,35,56,52,30,45,32,40,50
https://www.elderstats.com/character/5482,Pilgrim,36,24,20,29,25,11,25,32,27,26,14,19,20,20,20,34,22,33,42,37,34,40,50,45,45,40,40,30,50
https://www.elderstats.com/character/5498,Mage,0,0,0,0,0,0,0,800,999,999,999,999,999,999,0,999,0,0,0,0,0,789,999,987,97,89,978,79,100
https://www.elderstats.com/character/5592,Crusader,68,74,74,43,74,64,70,46,8,7,48,11,5,48,44,16,38,20,33,25,21,100,44,86,54,92,82,40,50
https://www.elderstats.com/character/5594,Monk,74,96,62,33,31,92,47,70,100,23,36,11,13,66,102,100,102,33,80,100,54,102,78,100,102,100,75,48,53
https://www.elderstats.com/character/5615,Warrior,30,51,50,100,100,35,100,10,5,5,5,10,10,15,28,5,5,11,50,45,55,93,40,30,60,60,91,49,50
https://www.elderstats.com/character/5621,Barbarian,60,66,66,60,102,56,30,7,7,7,7,7,7,22,7,100,7,7,7,7,7,110,40,40,50,88,100,49,59
https://www.elderstats.com/character/5650,Nightblade,25,45,55,45,15,45,10,60,35,25,55,65,40,25,50,55,55,45,65,65,45,30,45,40,60,75,25,45,50
https://www.elderstats.com/character/5682,Crusader,0,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,30,55,70,30,32,50
https://www.elderstats.com/character/5691,Knight,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,79,70,98,78,90,72,90
